zipcode;lat;long;month;price;floors;bedrooms;bathrooms;sqft_lot;sqft_living;basement;sqft_basement;sqft_above;yr_built;renovated;yr_renovated;condition;view;waterfront;grade
98001;47.2734;-122.251;2014-05;248000;2.0;Four;Three;5883;2163;False;;2163;2006;False;;3;0;False;7
98001;47.2734;-122.248;2015-04;182500;2.0;Three;Two;4744;1830;False;;1830;1997;False;;3;0;False;7
98001;47.2736;-122.251;2015-03;255000;2.0;Four;Three;5882;2163;False;;2163;2006;False;;3;0;False;7
98001;47.2738;-122.271;2014-05;239950;1.5;Three;One;33888;1900;False;;1900;1942;False;;4;0;False;5
98001;47.2739;-122.249;2014-08;237000;1.0;Three;Two;9216;1800;False;;1800;1950;False;;4;0;False;7
98001;47.274;-122.287;2014-07;625000;1.0;Three;Two;76230;3160;True;1000.0;2160;1978;False;;4;0;False;8
98001;47.2741;-122.266;2014-07;262500;1.5;Three;Two;26831;2259;True;768.0;1491;1908;False;;5;3;False;7
98001;47.2749;-122.252;2015-03;168000;1.5;Three;One;8000;1150;False;;1150;1913;True;1957.0;4;0;False;6
98001;47.275;-122.278;2014-12;199950;1.0;Two;Two;18537;870;False;;870;1946;False;;4;0;False;6
98001;47.2751;-122.252;2014-09;235000;1.5;Four;One;24000;1610;False;;1610;1947;False;;3;0;False;6
98001;47.2752;-122.251;2014-07;198000;1.0;Three;Two;6318;1300;False;;1300;1980;False;;3;0;False;7
98001;47.2755;-122.271;2014-12;350000;1.0;Two;Two;73600;1320;False;;1320;1993;False;;3;0;False;7
98001;47.2756;-122.27;2014-06;165000;1.0;Three;One;19200;1150;False;;1150;1908;False;;4;0;False;5
98001;47.2758;-122.265;2014-07;335000;1.0;Three;Two;47318;2060;True;460.0;1600;1976;False;;4;2;False;8
98001;47.2763;-122.257;2015-01;185900;1.0;Three;One;10890;940;False;;940;1909;False;;4;0;False;5
98001;47.2769;-122.264;2014-08;205000;1.0;Three;One;10708;1370;False;;1370;1969;False;;3;0;False;7
98001;47.2773;-122.276;2015-02;279000;1.0;Two;Three;10534;1770;True;560.0;1210;2003;False;;3;0;False;8
98001;47.2776;-122.251;2014-07;275000;2.0;Three;Three;8019;2217;False;;2217;2009;False;;3;0;False;7
98001;47.2777;-122.252;2014-05;100000;1.0;Two;One;22000;910;False;;910;1956;False;;3;0;False;6
98001;47.2781;-122.25;2015-04;139950;1.0;;;4269;844;False;;844;1913;False;;4;0;False;7
98001;47.2786;-122.25;2014-09;199950;1.5;Two;Three;20917;1590;False;;1590;1920;False;;3;0;False;5
98001;47.2796;-122.247;2014-05;262000;2.0;Four;Three;6236;2020;False;;2020;2002;False;;3;0;False;7
98001;47.28;-122.257;2014-09;180000;1.0;Three;Two;16000;1330;False;;1330;1978;False;;3;0;False;7
98001;47.2804;-122.251;2014-05;196440;1.0;Three;Two;7352;1560;False;;1560;1992;False;;3;0;False;6
98001;47.2816;-122.269;2014-06;212500;1.0;Three;One;14400;920;False;;920;1977;False;;4;0;False;7
98001;47.2831;-122.279;2014-07;411000;2.0;Four;Two;76665;2370;False;;2370;1978;False;;4;0;False;8
98001;47.2841;-122.255;2014-12;115000;1.0;Two;One;16524;1000;False;;1000;1913;False;;3;0;False;5
98001;47.2845;-122.267;2015-03;205000;1.0;Four;One;7920;1340;False;;1340;1970;False;;4;0;False;7
98001;47.2845;-122.25;2014-11;206000;1.0;Four;Two;7560;1720;False;;1720;1959;False;;3;0;False;7
98001;47.2849;-122.251;2015-01;286000;2.0;Four;Three;16000;2060;False;;2060;1993;False;;3;0;False;6
98001;47.2851;-122.277;2015-03;552900;2.5;Four;Four;18900;3828;False;;3828;2014;False;;3;0;False;9
98001;47.2853;-122.265;2014-06;215500;1.0;Two;Two;15600;1220;False;;1220;1972;False;;3;0;False;6
98001;47.2861;-122.253;2014-07;159000;1.0;Three;One;20000;1360;False;;1360;1953;False;;4;0;False;7
98001;47.2861;-122.252;2014-10;154000;1.0;Three;Three;9997;1530;True;510.0;1020;1992;False;;3;0;False;6
98001;47.2864;-122.264;2014-07;382450;2.0;Three;Three;20531;2220;False;;2220;1998;False;;3;0;False;8
98001;47.2867;-122.27;2015-02;551870;2.0;Three;Three;18400;2507;False;;2507;2006;False;;3;0;False;8
98001;47.2871;-122.287;2015-03;363000;2.0;Three;One;20000;2510;False;;2510;1961;False;;4;0;False;7
98001;47.2872;-122.283;2015-04;259000;2.0;Three;Three;4400;2153;False;;2153;2007;False;;3;0;False;8
98001;47.2872;-122.257;2014-07;215000;2.0;Four;Three;8000;1847;False;;1847;2008;False;;3;0;False;7
98001;47.2873;-122.283;2014-07;275000;2.0;Three;Three;4400;2497;False;;2497;2007;False;;3;0;False;8
98001;47.2873;-122.251;2014-10;225000;1.0;Three;One;16000;1080;False;;1080;1952;False;;3;0;False;6
98001;47.2874;-122.283;2014-10;285000;2.0;Four;Three;4400;2434;False;;2434;2007;False;;3;0;False;8
98001;47.2874;-122.257;2015-03;216000;2.0;Four;Three;8000;1847;False;;1847;2008;False;;3;0;False;7
98001;47.2875;-122.289;2014-10;370000;2.0;Three;Two;37913;1620;False;;1620;1953;True;1975.0;4;0;False;7
98001;47.2877;-122.283;2014-12;276000;2.0;Three;Three;4400;2495;False;;2495;2007;False;;3;0;False;8
98001;47.2878;-122.251;2014-09;179900;1.0;Three;Two;12000;1230;False;;1230;1970;False;;3;0;False;6
98001;47.288;-122.283;2014-05;267000;2.0;Three;Three;4400;2495;False;;2495;2007;False;;3;0;False;8
98001;47.2883;-122.272;2015-02;178500;1.0;Three;One;10511;900;False;;900;1961;False;;4;0;False;6
98001;47.2886;-122.274;2014-08;225000;1.0;Three;One;10665;1120;False;;1120;1961;False;;4;0;False;6
98001;47.2887;-122.269;2014-10;229500;1.0;Three;Two;14400;1810;False;;1810;1954;False;;4;0;False;7
98001;47.2898;-122.251;2014-05;230000;1.0;Three;One;16000;1390;False;;1390;1960;False;;4;0;False;6
98001;47.2899;-122.287;2015-04;230000;1.0;Three;Two;11331;1830;True;580.0;1250;1965;False;;3;0;False;7
98001;47.2901;-122.279;2015-04;314950;1.0;Four;Two;9623;1890;True;600.0;1290;1969;False;;4;0;False;7
98001;47.2904;-122.264;2015-04;499160;2.0;Four;Three;11466;2628;False;;2628;2014;False;;3;0;False;9
98001;47.2905;-122.264;2015-01;524225;2.0;Four;Three;11385;3056;False;;3056;2014;False;;3;0;False;9
98001;47.2911;-122.266;2015-04;331210;2.0;Four;Three;4800;2240;False;;2240;2014;False;;3;0;False;8
98001;47.2924;-122.271;2014-08;299000;1.0;Three;Two;15480;2100;False;;2100;1983;False;;3;0;False;7
98001;47.2925;-122.284;2014-11;220000;1.0;Three;Two;10548;1600;False;;1600;1962;False;;4;0;False;7
98001;47.2931;-122.264;2014-07;549950;2.0;Four;Four;9674;3906;False;;3906;2014;False;;3;2;False;9
98001;47.2931;-122.264;2014-10;541800;2.0;Four;Three;7866;3118;False;;3118;2014;False;;3;2;False;9
98001;47.2932;-122.283;2015-04;299999;2.0;Three;Three;9719;2380;False;;2380;2001;False;;3;0;False;8
98001;47.2932;-122.267;2014-11;264500;1.0;Three;Two;14040;1580;True;530.0;1050;1980;False;;3;0;False;7
98001;47.294;-122.281;2014-11;249900;1.0;Three;Two;14000;1380;False;;1380;1939;True;1957.0;4;0;False;5
98001;47.2949;-122.285;2015-04;195000;1.0;Three;One;9554;1310;True;350.0;960;1962;False;;3;0;False;7
98001;47.2949;-122.27;2015-05;510000;2.0;Four;Three;17334;4073;False;;4073;2008;False;;3;0;False;8
98001;47.2949;-122.269;2014-12;250000;1.0;Three;Two;35233;1780;True;360.0;1420;1979;False;;4;0;False;8
98001;47.295;-122.275;2014-09;199129;1.0;Three;One;33664;860;False;;860;1955;False;;4;0;False;6
98001;47.2951;-122.284;2014-07;115000;1.0;One;Two;9812;1150;False;;1150;1962;False;;4;0;False;7
98001;47.2951;-122.284;2014-11;227000;1.0;One;Two;9812;1150;False;;1150;1962;False;;4;0;False;7
98001;47.2953;-122.265;2015-03;453000;2.0;Four;Three;8306;2502;False;;2502;2013;False;;3;0;False;9
98001;47.2956;-122.285;2014-06;200000;1.0;Two;One;9610;1730;True;350.0;1380;1962;False;;3;0;False;7
98001;47.2956;-122.272;2015-03;201700;1.0;Three;One;9576;1010;False;;1010;1967;False;;4;0;False;7
98001;47.2958;-122.285;2014-06;150000;1.0;Three;One;9612;1310;True;350.0;960;1962;False;;3;0;False;7
98001;47.2958;-122.284;2014-06;199500;1.0;Three;One;9812;920;False;;920;1962;False;;4;0;False;7
98001;47.2958;-122.265;2014-08;457000;2.0;Four;Three;6983;2820;False;;2820;2013;False;;3;0;False;9
98001;47.2972;-122.267;2014-10;166000;1.0;One;One;17332;1120;False;;1120;1988;False;;3;0;False;7
98001;47.2976;-122.271;2015-03;196000;1.0;Three;Two;18568;1000;False;;1000;1989;False;;3;0;False;6
98001;47.2993;-122.293;2014-10;571500;2.0;Four;Two;25990;2810;True;950.0;1860;1959;False;;3;0;False;8
98001;47.2997;-122.269;2014-07;100000;1.0;Two;One;17334;770;False;;770;1978;False;;3;0;False;7
98001;47.3002;-122.282;2014-09;330000;2.0;Five or more;Three;4972;3597;False;;3597;2006;False;;3;0;False;7
98001;47.3003;-122.27;2014-05;139000;1.0;Three;One;17334;1100;False;;1100;1978;False;;3;0;False;7
98001;47.3003;-122.263;2014-09;447500;2.0;Four;Three;9017;2425;False;;2425;2013;False;;3;0;False;9
98001;47.3012;-122.285;2015-01;330000;2.0;Four;Three;6000;3504;False;;3504;2006;False;;3;0;False;7
98001;47.3035;-122.283;2015-04;286651;2.0;Three;Three;4997;1830;False;;1830;2004;False;;3;0;False;7
98001;47.3041;-122.28;2015-01;215000;2.0;Four;Three;4496;2130;False;;2130;2004;False;;3;0;False;7
98001;47.3052;-122.283;2014-09;254950;2.0;Three;Three;4769;1794;False;;1794;2005;False;;3;0;False;7
98001;47.3052;-122.276;2014-06;312891;2.0;Five or more;Three;8214;2300;False;;2300;2013;False;;3;0;False;8
98001;47.3054;-122.276;2015-04;351000;2.0;Three;Three;4455;2594;False;;2594;2012;False;;3;0;False;8
98001;47.3058;-122.277;2014-08;359000;2.0;Four;Three;4725;2575;False;;2575;2011;False;;3;0;False;8
98001;47.3059;-122.28;2014-11;272000;2.0;Four;Three;3960;2789;False;;2789;2007;False;;3;0;False;7
98001;47.3063;-122.27;2014-07;206000;1.0;Three;Two;9800;1140;False;;1140;1968;False;;4;0;False;7
98001;47.3067;-122.285;2014-06;229950;1.0;Four;Two;21000;1300;False;;1300;1969;False;;4;0;False;7
98001;47.3068;-122.27;2015-02;246900;1.0;Three;Two;9800;1370;False;;1370;1968;False;;5;0;False;7
98001;47.3069;-122.271;2015-01;233000;1.0;Four;Two;9579;2130;True;880.0;1250;1968;False;;4;0;False;7
98001;47.3073;-122.272;2014-10;278000;1.0;Three;Two;9088;2710;True;650.0;2060;1965;False;;4;0;False;7
98001;47.3075;-122.284;2014-05;184000;1.0;Three;Two;10125;1490;False;;1490;1962;False;;4;0;False;7
98001;47.3084;-122.234;2015-03;189950;1.0;Four;Two;4225;1910;True;1000.0;910;1919;False;;4;0;False;6
98001;47.3087;-122.264;2014-09;260000;1.0;Three;Two;10018;2170;True;540.0;1630;1978;False;;4;0;False;7
98001;47.3088;-122.273;2014-08;280000;1.5;Two;Two;52769;1894;True;374.0;1520;1936;False;;4;0;False;6
98001;47.3095;-122.283;2014-10;175000;1.5;Three;Two;17003;1910;False;;1910;1963;False;;4;0;False;8
98001;47.3095;-122.283;2015-04;299000;1.5;Three;Two;17003;1910;False;;1910;1963;False;;4;0;False;8
98001;47.3096;-122.241;2014-07;170000;1.5;Two;One;21750;1280;False;;1280;1912;False;;5;0;False;6
98001;47.3112;-122.265;2015-03;230000;1.0;Three;One;9639;1140;False;;1140;1967;False;;4;0;False;7
98001;47.3114;-122.262;2014-09;637000;2.0;Four;Four;68377;4083;False;;4083;2005;False;;3;0;False;10
98001;47.3117;-122.27;2015-03;252000;1.0;Four;Two;19800;1550;True;500.0;1050;1969;False;;4;0;False;7
98001;47.3117;-122.254;2014-07;430000;1.0;Five or more;Three;42733;3860;True;1560.0;2300;1955;False;;4;3;False;8
98001;47.3121;-122.253;2015-04;541500;1.0;Three;Two;55847;2320;False;;2320;1960;False;;4;2;False;8
98001;47.3144;-122.278;2014-10;255000;1.0;Three;Three;16117;1900;False;;1900;1958;False;;4;0;False;7
98001;47.3148;-122.27;2014-10;321500;2.0;Four;Three;5457;2620;False;;2620;2003;False;;3;0;False;8
98001;47.3154;-122.254;2014-09;384000;2.0;Five or more;Three;8160;3220;False;;3220;1999;False;;3;0;False;9
98001;47.3155;-122.266;2015-01;300000;2.0;Four;Three;8572;2600;False;;2600;2003;False;;3;0;False;8
98001;47.3157;-122.251;2015-03;409000;2.0;Four;Three;12651;3230;False;;3230;2002;False;;4;0;False;8
98001;47.3161;-122.27;2015-05;372000;2.0;Five or more;Three;6010;2840;False;;2840;2003;False;;3;0;False;8
98001;47.3162;-122.272;2014-05;495000;2.0;Four;Three;21195;2656;False;;2656;2014;False;;3;0;False;9
98001;47.3165;-122.252;2014-07;328000;1.5;Three;Two;7904;2250;False;;2250;1998;False;;3;0;False;8
98001;47.3168;-122.264;2015-02;269950;1.0;Four;One;9600;1440;False;;1440;1964;False;;2;0;False;7
98001;47.317;-122.281;2014-07;482000;1.5;Four;Three;85377;2846;True;870.0;1976;2000;False;;3;0;False;8
98001;47.3171;-122.279;2014-05;175000;1.0;Three;Two;13056;1230;False;;1230;1962;False;;4;0;False;7
98001;47.3179;-122.257;2014-06;455000;2.0;Four;Three;10688;3170;False;;3170;2001;False;;3;2;False;9
98001;47.3182;-122.279;2014-05;360000;1.0;Four;Two;18768;2680;False;;2680;1965;False;;5;0;False;8
98001;47.3182;-122.271;2014-07;232000;1.0;Three;Two;15000;1460;False;;1460;1966;False;;3;0;False;7
98001;47.3183;-122.253;2014-10;480000;2.0;Four;Three;16171;3230;True;710.0;2520;2001;False;;3;3;False;9
98001;47.3185;-122.29;2014-12;215000;1.0;Three;Two;33600;1100;False;;1100;1967;False;;3;0;False;7
98001;47.3185;-122.275;2015-01;465000;2.0;Three;Three;17936;2714;False;;2714;2005;False;;3;0;False;9
98001;47.3185;-122.262;2014-08;420000;2.0;Four;Three;8626;2480;False;;2480;2001;False;;3;0;False;10
98001;47.3185;-122.259;2015-04;425000;2.0;Three;Three;12247;2650;False;;2650;2002;False;;3;0;False;9
98001;47.3186;-122.289;2014-11;194820;1.0;Three;Two;32700;1100;False;;1100;1967;False;;3;0;False;7
98001;47.319;-122.26;2014-07;535000;2.0;Three;Two;23505;2740;False;;2740;1988;False;;3;4;False;10
98001;47.3192;-122.287;2014-12;299000;1.0;Three;One;142803;1510;False;;1510;1974;False;;3;0;False;7
98001;47.3195;-122.273;2015-03;300000;1.0;Three;Two;8232;1810;False;;1810;1988;False;;3;0;False;8
98001;47.3196;-122.272;2015-05;289950;1.0;Three;Three;9450;1770;False;;1770;1988;False;;3;0;False;8
98001;47.32;-122.278;2014-05;132500;1.0;Three;One;10500;1080;False;;1080;1967;False;;3;0;False;7
98001;47.3206;-122.269;2014-08;169100;1.0;Three;Two;18304;1050;False;;1050;1953;False;;4;0;False;7
98001;47.3206;-122.269;2015-05;250000;1.0;Three;Two;18304;1050;False;;1050;1953;False;;4;0;False;7
98001;47.3207;-122.275;2014-08;274950;1.0;Three;Two;16679;1840;False;;1840;1989;False;;3;0;False;8
98001;47.3207;-122.266;2015-01;359000;1.0;Four;Two;22860;2710;True;860.0;1850;1962;False;;4;0;False;7
98001;47.3208;-122.273;2015-03;310000;2.0;Four;Three;9013;2130;False;;2130;1988;False;;3;0;False;8
98001;47.3211;-122.277;2014-08;370000;1.0;Five or more;Three;9920;2670;True;1270.0;1400;1990;False;;3;0;False;8
98001;47.3216;-122.291;2015-02;352000;1.0;Four;Three;25002;1252;True;260.0;992;1996;False;;3;0;False;8
98001;47.3221;-122.282;2014-10;207000;1.0;Three;One;18730;1980;True;700.0;1280;1943;False;;4;0;False;7
98001;47.3225;-122.273;2014-09;289000;1.0;Three;Two;9550;1850;False;;1850;1988;False;;3;0;False;8
98001;47.3226;-122.287;2014-05;415000;1.0;Two;One;60113;1050;False;;1050;1943;False;;4;0;False;7
98001;47.3229;-122.283;2014-08;199000;1.0;Four;One;11730;1220;False;;1220;1960;False;;4;0;False;7
98001;47.3238;-122.292;2014-09;420000;1.0;Five or more;Two;64033;3070;True;340.0;2730;1983;False;;3;0;False;9
98001;47.3241;-122.275;2014-09;245000;2.0;Four;Two;9113;2190;False;;2190;1986;False;;3;0;False;7
98001;47.3251;-122.268;2015-01;184000;1.0;Three;One;14850;970;False;;970;1968;False;;3;0;False;7
98001;47.3257;-122.276;2014-08;260000;1.0;Three;Two;8511;1670;True;330.0;1340;1985;False;;3;0;False;7
98001;47.3259;-122.289;2014-11;429000;1.0;Three;One;37950;1540;True;450.0;1090;1959;False;;4;0;False;7
98001;47.326;-122.273;2014-07;270000;1.0;Three;Three;8640;1770;True;350.0;1420;1986;False;;3;0;False;7
98001;47.3261;-122.26;2014-06;250600;1.0;Four;Three;8660;1930;True;810.0;1120;1981;False;;3;0;False;7
98001;47.3264;-122.262;2015-04;375000;1.0;Four;Two;18450;2270;False;;2270;1961;False;;3;0;False;7
98001;47.3266;-122.291;2014-07;199900;1.0;Five or more;Two;11232;1798;False;;1798;1967;False;;3;0;False;7
98001;47.3266;-122.272;2014-07;263000;2.0;Three;Three;6847;1720;False;;1720;1987;False;;3;0;False;7
98001;47.327;-122.267;2014-05;175000;1.0;Two;One;44431;1300;False;;1300;1958;False;;5;0;False;6
98001;47.3278;-122.262;2014-12;195000;1.0;Three;One;22489;1070;False;;1070;1967;False;;3;0;False;7
98001;47.3282;-122.285;2014-08;267500;2.5;Two;One;12250;1747;False;;1747;1948;False;;4;0;False;6
98001;47.3295;-122.257;2014-06;340000;1.0;Three;Two;11249;1880;True;550.0;1330;1985;False;;3;0;False;7
98001;47.3296;-122.256;2014-11;500000;2.0;Five or more;Three;25474;3720;True;1630.0;2090;1986;False;;3;4;False;9
98001;47.3298;-122.277;2014-12;250000;1.0;Three;Two;13085;1660;True;650.0;1010;1985;False;;3;0;False;7
98001;47.3299;-122.269;2015-05;280000;2.0;Three;Three;4486;1550;False;;1550;2000;False;;3;0;False;7
98001;47.33;-122.278;2015-03;285000;2.0;Three;Three;9736;1590;False;;1590;1985;False;;3;0;False;7
98001;47.3303;-122.271;2015-05;290000;2.0;Three;Three;6848;1600;False;;1600;2000;False;;3;0;False;7
98001;47.3303;-122.269;2014-05;280000;2.0;Three;Three;4271;1600;False;;1600;2000;False;;3;0;False;7
98001;47.3303;-122.268;2014-08;245000;2.0;Four;Three;4268;1700;False;;1700;2000;False;;3;0;False;7
98001;47.3304;-122.277;2014-11;248000;1.0;Three;Two;9831;1330;False;;1330;1987;False;;3;0;False;7
98001;47.3305;-122.285;2014-12;265000;2.0;Three;Two;10969;1630;False;;1630;1991;False;;3;0;False;7
98001;47.331;-122.286;2014-10;277500;1.0;Three;Two;19602;1820;False;;1820;1964;False;;4;0;False;7
98001;47.3314;-122.29;2014-09;214000;2.0;Three;Three;2231;1600;False;;1600;2003;False;;3;0;False;7
98001;47.3314;-122.275;2014-12;238000;1.0;Three;Two;7488;1360;True;310.0;1050;1975;False;;4;0;False;7
98001;47.3314;-122.275;2014-12;257000;2.0;Four;Two;8500;1400;False;;1400;1975;False;;3;0;False;7
98001;47.3315;-122.265;2015-03;271920;1.0;Three;Two;10248;1410;False;;1410;1985;False;;3;0;False;7
98001;47.3315;-122.263;2014-09;205000;1.0;Three;Two;8384;1410;False;;1410;1985;False;;3;0;False;7
98001;47.3317;-122.276;2015-01;260000;2.0;Four;Two;7300;1540;False;;1540;1973;False;;3;0;False;7
